f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,uncertainty,recon_loss,kernel_drop
-0.375312,-0.396662,-0.0426327,0.810903,-0.718199,-0.00643438,0.442776,-0.738103,0.52665,1.07663,-0.368907,0.338765,0.780455,0.109599,0.251927,-1.37487,-1.03159,-0.324942,0.146987,1.12473,-0.16991,0.22784,-1.54887,0.316016,-0.444213,0.160443,0.351617,0.686257,1.12726,0.0614218,-0.358527,-0.384644,0.572297,0.898971,1
-0.443811,-0.0272606,-0.117286,0.219319,0.539922,0.41769,0.304174,-0.493479,-0.0710827,-0.343104,-0.10777,-0.0976276,0.0103922,-0.545948,-1.43371,0.263771,0.594318,0.449775,-1.02763,1.02577,0.299001,-0.385616,-0.421955,-0.583238,-0.518995,-0.238477,-0.0196605,-0.574128,0.129646,-0.0205045,-0.491037,-0.114986,0.56753,0.896997,1
-0.103487,0.018504,-0.412712,-0.577109,-0.00525352,0.345753,0.0377562,-0.527012,0.10188,-0.653225,0.277678,0.109939,0.141531,0.059572,0.696861,-0.463657,-1.0694,0.183833,-0.0147396,-0.43201,0.0269162,0.177943,-0.269738,-0.39925,0.225779,-0.787218,0.462033,0.779635,-0.0394894,0.203156,-1.17234,-0.296936,0.573144,0.905313,1
0.0228256,-0.018923,0.103247,0.060319,0.778264,-0.154895,0.215608,-0.728123,0.409693,0.0976097,0.17251,0.177198,0.441921,0.291668,0.373782,0.393425,0.269871,-0.502177,-0.511393,0.809604,0.508137,-0.407527,-0.46671,0.141849,0.623912,-0.287343,0.138901,0.134958,0.0840984,0.665185,0.0647331,0.678127,0.529345,0.817463,1
0.326244,-0.256701,-0.242032,0.496995,-0.252943,-0.747678,1.0123,0.0762918,-0.326898,1.09595,0.923206,-0.0474797,0.453869,-0.867163,-0.352741,0.469741,-0.141848,0.473907,0.764778,-0.466103,0.901706,0.96209,0.161154,0.318173,-0.0266047,-0.64856,0.739912,0.434648,0.0236274,-0.204083,0.600972,-0.0229045,0.471175,0.843574,1
0.104634,-0.273731,0.626479,-0.11584,1.02771,0.142227,-0.579436,1.00613,-0.670197,0.120086,-0.909436,-0.446688,0.404225,0.50981,0.154834,-0.035001,0.000564655,1.60128,-0.518732,-1.19548,0.598134,0.0827711,-0.622077,0.160051,-0.624977,1.15163,0.918,-0.28166,-0.130291,0.0893092,-0.0708068,-0.105555,0.570438,0.779681,1
1.02581,-0.0941024,-0.419564,0.0149593,-0.264491,-0.438931,-0.0306692,0.895937,-0.785677,-0.178636,-0.597739,0.162692,0.40306,-0.300984,-0.30908,-0.492191,-0.226578,0.322509,-0.0221551,-0.341212,-0.210621,0.591109,-0.0416553,-0.295582,0.142769,0.624899,0.641814,-0.938452,-0.113249,0.202559,0.197353,0.610121,0.464193,0.885097,1
0.186522,0.117039,-0.711648,-0.376406,-0.383086,-0.0410258,0.220047,-1.26896,0.188781,-0.121083,-0.422303,0.516447,-0.618702,-0.650932,0.70597,-0.450137,0.347612,-0.588344,-0.355336,-0.00828789,0.378967,0.731363,-0.121925,-0.172948,-0.643655,0.106822,0.464877,-0.139284,0.00577497,0.0129642,-0.171549,0.132931,0.456623,0.863589,1
0.431027,-0.316409,0.446267,-0.27767,0.540385,-0.836582,0.0835293,-0.391284,0.880257,-0.492925,0.280968,0.374904,0.584001,0.605382,0.31312,0.427029,0.097094,0.425313,0.344318,0.531053,-0.937687,0.188881,-0.0488938,-0.188583,0.703991,0.790229,-0.884697,-0.32951,-0.433011,-0.719887,-0.50749,0.0334559,0.544298,0.88726,1
-0.634896,-0.532482,0.258025,0.0745877,0.417997,0.0927091,0.168827,0.0876359,1.1697,0.115832,0.454454,0.871594,0.415489,-0.479869,0.0370073,-0.194123,-0.0544741,0.327553,0.507301,0.219039,-0.152087,0.782102,-0.141599,-0.773714,-0.672527,-0.168607,0.118535,-0.179405,0.391993,-0.31691,-0.253785,0.585016,0.487032,0.82444,1
