f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,uncertainty,recon_loss,kernel_drop
0.660581,-0.170235,0.443464,0.546542,0.244965,-0.0993329,-0.252549,-0.327809,-0.0275094,0.0986334,-0.397031,0.460286,0.285927,1.00422,-0.0192758,0.137844,-0.554673,-0.434878,-0.297742,-0.0223647,0.279417,-0.626881,-0.840149,0.230388,0.519921,0.147292,-0.591178,-0.00594884,-0.864419,-0.289031,-0.0175646,-0.987514,0.477521,0.830284,1
-0.451408,-0.109637,0.285126,0.228333,0.72365,0.454618,-0.22732,-0.387267,-0.457225,-1.11037,-0.133487,-0.326163,-0.131631,-0.499376,-0.26707,-0.713156,0.679523,0.254774,0.193176,0.0915708,0.708634,-0.55847,-0.169617,-0.304188,0.348206,-0.199691,-0.148318,0.253612,-0.274989,0.029792,-0.659149,0.233984,0.48754,0.863423,1
0.185117,0.446612,0.0362126,0.608532,-0.213754,0.430493,-0.160134,-0.0256808,0.0960778,-0.661994,0.287593,-0.818011,0.441261,0.72354,-1.06515,0.206514,0.00757635,0.247862,-0.51697,-0.558608,-0.191845,0.694964,-0.0196353,-0.406075,0.198396,0.964783,0.313053,0.0923042,0.254461,-0.125072,0.135998,0.0535212,0.545649,0.869976,1
0.136013,1.02055,0.235349,-0.216387,0.289196,-0.676253,0.0932367,-0.18497,0.0608358,0.0839374,-0.0102186,-0.0218014,0.0601269,0.227355,0.668387,0.347558,-0.294172,0.418177,-0.540952,0.0987489,1.25339,-0.0666114,0.699693,0.121844,-0.58595,0.427203,-0.539896,-0.115625,1.00093,-0.328367,0.113194,-0.130451,0.437759,0.861974,1
0.0317186,-0.687213,0.791558,-0.661086,0.186445,0.536351,-0.0159633,0.120548,-0.0953492,0.875434,-0.137209,0.203907,-0.134119,0.336116,0.359123,-0.0244425,0.896877,-0.186925,0.238387,-0.692151,-0.627374,-0.338065,1.01159,0.350859,-0.601029,0.176994,0.771865,0.922877,-0.0161181,0.745253,0.035875,0.018284,0.430522,0.898229,1
0.527972,-0.85323,0.295016,0.661176,-1.46746,-0.294505,-0.131321,-0.375256,0.106852,-1.03387,0.033998,-0.242719,-0.694856,0.183993,0.396666,0.35589,0.339283,0.0898343,0.661865,0.193426,0.265055,0.227644,0.43904,0.0922111,-0.316697,0.248481,0.128402,-0.125164,-0.236346,0.250204,0.726196,-0.109302,0.456089,0.796184,1
-0.00994439,-0.431965,-0.245187,-0.323516,-0.564688,-0.347487,0.495091,-0.293189,-0.217723,-0.29155,-0.456364,-0.896855,0.264073,-0.189464,0.632974,0.201516,0.0648944,0.255513,-0.375606,-0.131393,0.214659,-0.412443,1.07827,-0.0836102,0.775329,0.0493339,0.194308,-0.100988,-0.0963634,0.175064,1.16351,0.266595,0.488397,0.855133,1
-0.566252,0.630259,-0.247441,0.337693,-0.24459,-0.607028,0.316542,-0.26866,-0.912142,-0.0409246,-0.180544,-0.114117,-0.153946,0.706841,-0.207392,-0.86066,0.604335,0.0579068,0.574188,0.281342,0.169621,-1.20158,0.377653,-0.435507,0.106017,0.0204319,0.373141,-0.0651117,-0.175523,0.428809,0.195432,-0.370619,0.557427,0.872501,1
-1.22497,-0.611568,-0.00474773,-0.297241,0.49902,-0.440649,0.630799,-0.633419,-0.302791,0.424368,0.295533,0.184942,0.851639,-0.0833057,-1.03278,0.668415,-0.911722,-0.293344,0.538375,-0.134228,-0.460421,0.236128,0.696509,-0.585731,0.726538,0.191081,-0.0767771,0.253836,-0.0770391,0.155669,0.0245758,0.343516,0.467404,0.809296,1
0.0151847,0.02518,0.991059,-0.665234,-0.195972,0.456804,-0.0664217,-0.291585,-0.220508,0.044239,0.388228,-0.559406,-0.0993805,1.09456,0.995979,0.157412,0.419781,-0.529284,0.109097,-0.158912,0.769131,-0.141716,-0.0677949,-0.0676533,-0.455514,-0.648512,1.17777,0.122064,0.382605,0.307462,-0.322865,-0.464745,0.517499,0.764775,1
