f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,uncertainty,recon_loss,kernel_drop
-0.674313,-0.494289,0.0539803,-0.228045,0.439663,-0.200022,0.266373,0.367031,0.105026,0.927166,-0.318275,0.243052,-0.46208,-0.23513,-0.127178,-0.557571,0.387888,-0.406193,-0.50275,-0.40503,1.19703,-1.15463,-0.307831,-0.171458,-0.123858,0.078151,0.877599,-0.155598,-0.189626,-0.821434,0.115072,0.301636,0.425012,0.91264,1
-0.148915,0.20987,0.114597,0.517284,-0.977162,-0.452507,0.104878,0.448347,0.444661,1.23247,-0.388309,-0.403544,0.346741,-0.510023,0.0532087,0.115295,-0.853822,-0.371637,-0.568489,0.155415,-0.333087,0.872669,0.495093,-0.447892,-0.331376,0.269926,-1.03523,-0.404662,0.464508,-0.341529,-0.229497,-0.05644,0.474684,0.785741,1
-0.294125,0.176111,-0.318214,0.127518,-0.482576,-0.276317,0.187702,-0.70683,-0.0814762,0.255922,-0.054527,0.356878,0.0687036,0.562691,-0.522627,0.730087,0.266241,0.246624,0.195632,0.40757,-0.341856,-0.124512,-0.519242,-0.366208,-0.142521,-0.377824,0.233963,0.0986124,-0.0468741,0.0511371,0.00755566,-0.135095,0.534926,0.824481,1
-0.216381,0.0871126,-0.830295,-0.118058,0.272845,0.196263,-0.371471,0.0682337,0.630213,-0.7831,-0.122344,0.458126,0.223393,0.389547,0.0728663,-0.231839,-0.579984,0.00563503,-0.294614,-0.839469,0.322293,0.603572,-0.44189,-0.408446,0.814217,0.401284,0.43446,-0.183089,0.232049,0.205017,-0.365888,0.935431,0.521474,0.85401,1
-0.565122,0.155152,-0.555274,0.276502,0.553684,0.249355,0.243639,0.46352,-0.697635,0.375511,0.415355,0.0997836,0.0196908,-0.206599,-0.187223,0.194982,0.575274,0.39551,-0.208981,0.0919426,-0.591553,-0.176216,0.230342,-0.710897,-0.523181,-0.432098,0.0807209,0.296142,-0.0413873,0.230499,-0.40024,0.374473,0.508325,0.770956,1
-0.700155,0.563829,0.222704,0.127277,-0.330502,-0.162973,-0.293229,-0.0701869,0.663898,-0.0735757,0.0212741,0.760175,0.792122,0.24886,-0.271674,-0.772289,-0.289681,-0.423574,0.120123,-0.549343,0.554918,-0.13331,-0.287568,0.18166,-0.494284,0.397079,0.619623,-0.621369,0.260045,0.815725,0.884273,-0.604085,0.541607,0.823647,1
-0.0458645,0.0914274,0.435513,-0.381421,-0.267077,1.12895,-0.56831,-0.400445,-0.231846,-0.550027,0.0991533,-0.0691252,0.0523003,-0.663015,-0.982705,-0.926106,-0.170285,-0.426945,0.238547,0.990367,-0.0280446,0.11108,0.0442561,0.387946,0.365722,0.0807388,0.853616,0.578885,-0.307053,0.0805521,0.298879,-1.53766,0.422858,0.915993,1
-0.0380971,-0.161496,0.355988,-0.337653,-0.825362,1.32143,0.144492,-0.610221,-0.357394,-0.281673,-0.113509,-0.25846,0.318036,-0.43729,-1.13941,0.124165,-0.352114,0.683768,0.747314,0.203819,0.483897,0.0429705,0.413728,0.0161641,-0.29055,-0.116019,0.327102,0.506481,0.742043,-0.613946,0.220741,-0.603065,0.514518,0.810935,1
-1.00086,-0.430941,-0.208045,-0.535519,-1.01498,0.0908375,0.954598,-0.594339,-0.336534,-0.537555,-0.128063,0.474147,0.714816,-0.657626,0.116294,0.525499,-0.280127,-0.731956,0.310963,-0.772856,-0.00517446,0.615271,1.02706,1.08422,-0.30045,-0.377233,0.0183525,-0.681673,-0.445408,1.37917,-0.445449,0.0848181,0.442973,0.777614,1
-0.172096,-0.286579,-0.177854,-0.447356,-0.608444,-0.129408,-0.520994,0.466212,-0.124249,-0.42532,-0.00753954,0.654452,-0.165057,0.0363483,-0.127953,0.185971,-0.698037,-0.119382,0.0426318,1.30592,0.496802,-0.0160697,0.903078,0.613307,0.697161,0.0154699,0.11146,0.732413,-0.25784,0.128809,-0.635249,-0.127582,0.482248,0.870261,1
0.758821,-0.561287,-0.154823,-0.396121,-0.218878,-0.186551,0.389631,0.611353,-1.31317,0.618027,-0.600864,-0.513648,0.832962,-0.0305516,0.428006,0.460759,0.415044,0.391531,0.245485,1.6249,-0.0945734,-0.127988,-0.0693459,0.12007,0.50226,0.867328,0.91047,0.268139,1.26655,0.577544,-0.057127,-0.853527,0.479117,0.918528,1
0.537641,0.0546559,0.573526,0.64899,0.471449,0.0778054,-0.0408565,0.387448,-0.123637,-1.00885,-0.661215,0.509737,-0.619356,0.0463517,-0.128871,0.394147,0.637502,0.305584,0.54368,-0.478746,-0.264683,-0.0201294,0.517802,0.699272,-0.260607,-0.150644,-0.504514,0.529703,0.357498,-0.968891,0.253714,0.503319,0.450292,0.842325,1
0.871085,0.0926109,-0.522614,0.359781,-1.24077,-0.128429,0.410207,0.218857,-0.735283,-0.246828,0.223469,0.872306,-0.335835,-0.122142,0.280573,-0.657396,-1.15397,-0.239588,-1.0277,0.845175,-0.252541,-0.554387,-0.597986,-0.00950615,0.241343,-0.443095,0.0967895,-0.398048,0.10588,-0.170361,-0.210645,0.429137,0.503177,0.902058,1
0.22394,-0.301729,0.439398,0.473235,0.00112581,-0.5652,0.444513,0.28454,-0.494825,-0.415293,-0.36255,0.0489878,-1.57093,0.0368778,0.1634,-0.0508336,-0.848853,-0.87915,0.241211,-0.506454,0.187871,1.09713,-0.713946,-0.768585,-0.926852,-0.411123,0.0830182,-0.500057,-0.821943,0.418897,-0.6301,-0.435121,0.571794,0.916458,1
0.407222,0.367195,-0.732884,-0.920122,-0.27224,0.259002,0.310077,-0.517554,-0.0444629,-0.223882,-0.0260075,0.674808,0.321893,0.507965,-0.794426,-0.822992,0.831481,-0.387537,0.545548,0.0987982,-0.204733,-0.325277,-0.494055,0.151833,-0.0191158,0.384444,0.121416,-0.193921,0.156703,-0.0618204,-0.501513,0.257607,0.546396,0.898424,1
0.500427,0.160436,0.409852,-0.222186,-0.181306,-0.0607864,-0.0812099,-0.704411,0.258439,0.631848,0.381705,0.336264,0.363702,0.0294776,0.333065,0.0909769,0.0258381,-0.528647,0.155575,-1.24399,-0.59786,0.397284,-0.214454,0.0471262,-0.162278,0.832767,-0.499576,0.357898,0.419413,0.163351,0.8469,-0.644209,0.484686,0.804482,1
0.489594,0.140799,0.794392,0.72361,0.575154,-0.584366,-0.474183,-0.424949,0.170682,-0.0669523,-0.0981311,0.6645,-0.160899,0.276641,0.321953,-0.432005,0.586012,-0.87963,0.413707,0.0713245,-0.468422,-0.960726,-0.0697996,0.460967,0.104997,0.0830665,-0.110354,0.661896,-0.0845827,-0.832703,0.0860473,-0.0234915,0.453511,0.778194,1
0.0876643,0.214473,-0.368501,-0.00195359,-0.57858,0.457309,-0.368679,0.886345,0.283416,0.243351,0.259485,-0.0800565,-0.689393,-0.230461,0.749039,-0.255487,0.821013,0.596629,-0.391905,-0.396842,0.394756,-1.22128,-0.0968638,0.715515,-0.216658,-0.272681,0.772641,-0.311604,0.109808,0.363918,-0.684568,0.725663,0.542506,0.830104,1
-0.0593736,0.495957,-0.515225,-0.73118,0.627712,-0.54638,0.454339,-0.0132952,0.249805,-0.263997,0.298396,0.0450806,-0.297702,-0.31079,0.110834,0.719212,0.205822,-0.224054,0.731679,-0.483247,0.113495,-0.477048,0.49415,-0.0677003,-0.163553,-0.552548,0.156591,0.555541,0.266897,0.267682,0.723727,-0.973573,0.431495,0.788647,1
-0.375015,-0.223507,0.303239,0.470161,0.106323,-1.20183,-0.528093,0.174775,-0.517179,-0.55382,0.0291464,0.826182,-0.0766186,0.0740832,-0.00653077,0.390656,-0.897874,-0.0350615,0.645688,-0.0964205,0.296944,-0.378786,2.15983e-07,0.25412,0.184419,-0.251159,0.792852,-0.566275,0.190248,-0.329618,-0.56582,0.000994414,0.428143,0.822787,1
-0.999385,-0.642185,-0.169112,-0.332685,0.0734865,-0.0879435,-0.735584,0.770847,-0.759186,0.671005,0.549371,-0.884957,1.02244,0.493646,-0.56706,-0.235475,-0.261831,0.00789491,1.05198,-1.12432,-0.552394,-0.0817171,-1.23135,0.0203356,-0.759033,0.0474603,0.392667,-0.384615,-0.228809,-0.679677,0.49628,0.534951,0.467037,0.901427,1
-0.174891,0.366464,0.38586,-0.552705,-0.544871,-0.528622,0.299954,0.208228,-0.522787,-0.202758,-0.425853,-0.398718,0.352933,0.39705,0.322521,0.580315,-0.538431,-0.239111,0.579035,0.128879,0.0319766,-0.798052,-0.356558,0.498567,-0.772283,0.183183,0.0247637,-0.379634,-0.265079,-0.171555,0.2077,0.5723,0.525656,0.869168,1
