f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,uncertainty,recon_loss,kernel_drop
0.474041,1.25231,-0.0155536,0.851347,-0.400982,-0.0423237,0.738813,-0.589195,-0.27187,-0.402902,-0.416654,0.12774,-0.879872,-0.567632,-0.167741,-0.142888,-0.131045,-0.00419536,0.253039,-0.312664,0.286384,0.174673,-0.853228,0.461862,-0.579615,-0.691743,-0.387529,-0.217404,0.557604,0.455289,-0.316145,0.0570393,0.579923,0.863106,1
-0.496829,-0.330368,-0.0665592,0.0622459,-0.205683,-0.369796,0.592308,-0.794049,-0.335132,-0.0506,0.260241,0.264974,-0.0137085,0.588079,-0.57604,-0.573538,-0.0253055,-0.296518,0.419309,0.0957788,-0.504437,-0.658376,0.840417,-0.366414,0.948808,0.401244,-1.01878,-0.220939,-0.0957292,-0.5806,-0.197243,-1.03772,0.487851,0.918378,1
0.380466,0.186279,-0.0591619,0.376843,-0.533393,0.0488592,-0.883832,0.620554,-1.46012,0.783533,-0.249273,-0.0899169,0.532535,-0.0180082,0.171986,-0.416053,0.896658,0.254091,-0.0729532,-1.03768,-0.101866,0.403069,0.312271,0.610928,-0.773753,0.043509,-0.382984,-0.0163248,0.811719,-0.0191122,-0.0539713,-0.475067,0.522525,0.90262,1
0.460687,1.25564,-0.0946664,-0.0807143,-0.540996,0.336233,-0.0569221,0.381635,0.521167,0.504973,-0.56103,-0.335702,0.288148,-0.463035,-0.343278,0.681014,-0.387837,-0.242302,-0.530348,-0.24031,-0.297308,-1.08339,0.321547,-1.34023,-0.340323,-0.00660688,0.867979,0.403346,-0.3062,0.86914,0.409592,-1.84282,0.50303,0.857157,1
-0.466119,-0.85074,0.057033,-0.116865,0.784087,-0.233507,0.741611,0.460579,-0.367935,0.427313,0.343847,0.386011,-0.0103064,-0.587499,0.0268404,-0.3964,0.575887,-0.160217,-0.0397996,-0.0346076,-0.127932,0.332823,0.47372,0.447097,-0.0179576,-0.518578,0.069112,0.457539,0.354907,0.265281,0.351012,-0.631425,0.576722,0.830682,1
-0.580954,0.494022,-0.0191572,-0.133262,0.699363,-1.05868,-0.822375,-0.173093,0.302971,-0.362809,0.0232135,-0.0344505,0.403975,0.731179,-0.290761,0.18256,-0.0528043,-0.434475,0.071706,-0.95441,0.013235,0.861586,-0.516198,-0.459909,0.140631,-0.603505,-0.158107,-0.510706,0.0817434,0.409359,0.169505,-0.179213,0.487137,0.85342,1
0.124182,-0.28495,0.105987,0.601743,0.156846,0.873219,-0.121824,0.437069,1.32701,0.0130242,0.122165,0.386525,-0.250923,0.00985326,-0.364465,0.296117,-0.34586,0.16798,0.637033,0.351782,-0.545485,0.358819,-0.00825052,0.167168,0.489372,-0.23904,-0.228587,0.530777,-0.167481,0.275099,-0.189793,-0.324131,0.559084,0.775415,1
-0.709385,0.130416,0.296171,-0.206661,-0.00249394,-0.277314,-0.131494,0.28896,-0.967098,-0.0751538,-0.0106727,-1.4829,-0.294487,0.159079,-0.686489,-0.207649,0.53261,-0.189826,0.167548,-1.43811,-0.0894854,0.487799,-0.443539,0.682936,0.550045,-0.219303,-1.0569,0.081512,0.24087,-0.10798,-0.741236,0.973603,0.430586,0.80871,1
-0.350488,0.729315,0.202383,0.645668,-0.0443759,-1.36959,0.284225,1.14708,0.912083,-0.468009,0.527671,0.678253,-0.106135,-0.269901,-0.0732264,-0.61103,-0.578186,-0.72128,0.0200123,0.470575,-0.916272,-0.0448648,-0.949474,-0.555181,-0.587328,-0.388052,-0.378397,-1.06188,-0.381188,0.0598572,-0.338064,0.325501,0.488553,0.913293,1
0.232033,0.170376,-0.327909,-0.104443,0.03792,0.359857,0.0672437,-0.446092,0.793187,0.17147,-0.300608,-0.271767,-0.185939,0.144578,0.136434,0.396967,-0.0885352,0.234302,0.0670912,0.848504,0.629756,-0.105647,-0.282488,0.861866,-0.424279,-0.0573327,-0.25031,0.72016,-0.782144,0.301739,-0.233597,0.128531,0.468431,0.806571,1
0.636003,-0.631046,-0.29067,-0.83883,-0.424581,-0.0414356,-0.697604,0.900263,-0.0559109,-0.0317922,-0.957557,-0.50046,0.158683,-0.0957052,0.15178,-0.911938,0.276776,-0.556032,0.352771,-0.223458,-0.818392,0.0806102,-0.251481,1.00966,-0.0426017,0.239369,0.791207,-0.0295602,0.801978,0.412209,0.629593,0.337198,0.491585,0.794119,1
-0.0307672,-0.239444,-0.997153,-0.687893,0.920676,-0.658097,-0.380808,-0.674931,-0.52158,0.207401,-1.00195,-0.177647,0.530036,-0.263446,0.233388,0.389004,-0.349119,-0.468634,0.080311,0.035196,0.264219,0.0815809,0.0319192,-0.123185,-0.0677758,0.0390181,-0.172678,-0.000161073,0.27272,-0.660293,0.0155345,-0.494842,0.573938,0.871491,1
-0.0889545,-0.22881,-0.241554,0.0674977,-0.235398,0.333551,0.495279,0.0426911,-0.375706,-0.150712,-0.0437309,-0.432879,1.19741,-0.358631,0.117499,-0.788082,-0.248506,0.213216,0.449494,-0.486427,-0.139833,-0.129836,0.18351,1.23726,0.476493,-0.305148,0.893286,0.539799,0.614612,0.591067,0.360974,0.144645,0.481939,0.765304,1
-0.0601275,0.177682,-0.450671,-0.0893386,-0.344498,0.453745,0.417174,-0.264725,0.796102,-0.329642,-0.345604,-0.171872,0.438153,-0.550896,-0.39205,-0.47665,0.11499,0.81039,-0.612451,0.0853751,0.240962,-0.317055,0.512197,0.109008,0.180455,0.0573415,-0.240878,-0.463697,-0.704185,0.117413,-0.0966233,-0.318191,0.463978,0.76849,1
0.288851,0.239185,-1.03752,-0.477955,-0.485551,-0.721703,-0.81935,0.907371,-0.202908,-0.0880034,-0.509125,-0.158212,0.151725,-0.589527,1.14876,-0.471492,0.340231,0.0235217,-0.535033,0.412779,0.351073,0.194477,0.53626,-0.36232,0.295207,-0.589735,0.460918,0.610453,0.639515,-0.2505,-0.145746,0.175805,0.560822,0.773433,1
0.213534,-0.238637,0.282815,-0.472783,1.06488,-0.780529,0.147357,0.109193,-0.0282855,-1.03446,0.044354,0.130412,0.248692,-0.998965,0.229846,-0.677354,0.854527,0.11775,0.0339536,0.021067,0.955693,0.61766,-0.723056,-0.341754,0.0111152,0.00355296,-0.106237,-0.0359586,0.209528,-0.277102,-0.00954458,-0.030155,0.484207,0.859306,1
-0.280332,-0.102732,0.909997,-0.298206,-0.0761013,0.0770536,0.308,-0.059871,0.11253,0.204792,-0.1179,0.88896,0.397308,0.0862597,-0.106247,0.344828,-0.0291863,-0.678061,-1.03838,0.145029,0.814618,0.441024,-0.430728,-0.420599,-0.906674,0.394294,0.241519,0.0810291,-0.112907,-0.23276,-0.274722,-0.249179,0.482893,0.868832,1
-1.21119,-0.487847,-0.122367,0.0116941,0.0946719,-0.374284,-0.765048,-0.337549,-0.350548,-0.343316,0.054724,-0.246544,-0.932841,0.307122,0.273326,0.213835,-0.127647,0.580898,0.490553,0.222084,0.0236642,-1.03192,0.0231224,0.126504,0.24237,-0.685642,-0.138236,0.475949,0.587374,0.381879,0.264238,0.102067,0.535233,0.813233,1
0.751147,0.100121,0.0172103,0.387255,-1.04309,-0.232783,0.466067,0.0705933,0.0596509,0.443256,0.573594,-0.227303,0.265175,-0.735634,-0.906474,-0.0847988,-0.67643,-0.114808,0.126177,0.406326,-0.724743,0.0561693,-0.829044,0.441721,-0.151499,-0.518304,-0.268352,0.0471999,-1.25434,0.0269518,-0.473559,-0.497313,0.56545,0.848863,1
0.469882,-0.6353,0.0881401,-0.201672,0.566409,0.0485922,-0.420842,0.288291,0.0185639,-0.423421,0.245229,-0.710703,-0.315501,0.230892,-0.408425,-0.436462,0.166641,-0.162669,-0.0628162,-0.102748,0.668244,-0.356276,-0.11109,-0.614123,0.236037,1.01035,0.0603939,0.544913,0.76233,0.146219,0.864792,-0.278052,0.576364,0.766677,1
