f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,uncertainty,recon_loss,kernel_drop
0.342133,0.352619,-1.57733,-0.418793,-0.372206,0.0454895,0.0194047,-0.87981,-0.0470793,-0.123796,0.648944,0.614393,-0.386505,0.550027,0.459917,0.243662,-0.810099,0.0442587,-0.123364,-0.202163,0.3442,-1.13795,0.15939,0.0265024,0.133011,0.10785,-0.0615085,-0.0476245,0.245409,-0.272237,0.150973,0.0937843,0.53039,0.8409,1
-0.793306,0.932215,0.145054,0.47533,0.106944,1.06961,0.204034,-0.440938,-0.482744,1.06359,1.12736,-0.322985,0.703157,-0.336447,-0.593962,0.571181,0.399212,-0.282034,0.555177,-0.0749498,0.155124,0.33572,-0.500016,-0.147463,0.597057,-0.472687,-0.891884,0.134661,0.434041,0.614223,-0.499757,-0.0705627,0.484021,0.870015,1
0.490099,0.0200888,0.112853,-0.435902,0.962216,-0.051583,0.575669,0.397017,-0.0782328,0.401221,0.656058,0.148654,0.128998,0.830862,-0.638042,0.366964,0.684498,0.343413,-0.354896,0.874092,-0.4578,-0.109608,-0.675246,0.132725,0.296748,-0.087138,0.394667,0.835885,-0.157859,0.114562,-0.407497,-0.516316,0.493769,0.78364,1
-0.604264,-0.724616,0.192608,0.464172,-0.641559,-0.265358,-0.452882,-0.0677339,0.621239,-0.880771,-0.198811,-0.587868,0.147835,-0.433235,-0.0875118,0.302422,-0.244923,0.493786,0.36297,0.612947,-0.0787636,-0.335558,-0.42328,-1.27089,-0.112909,0.756516,-0.209523,-0.830912,-0.667455,-0.436287,-0.668116,0.93439,0.467938,0.844177,1
-0.265176,0.528864,0.132763,0.0886682,-0.601801,-0.379258,0.43338,-0.795295,0.124795,-0.122391,-0.65194,-0.510301,-0.445089,0.5452,0.971635,-0.465642,-0.568228,-0.0447869,-0.328883,0.39221,-0.586809,0.167026,0.472465,-0.0136745,0.0538843,0.86774,0.295558,0.317643,-0.00947209,-0.435038,-0.277662,0.183332,0.45126,0.791383,1
0.198007,-0.17501,-0.0855786,0.0376347,-0.540441,0.416065,0.808833,0.767019,0.0556551,0.817301,-0.906181,-0.88186,-0.493596,0.343758,0.475086,-0.193043,0.389469,0.390957,0.257711,-0.0253676,0.35262,0.667728,-0.62482,-0.191165,0.313941,0.553703,0.285408,-0.72149,0.449029,-0.399535,-0.658966,-0.189026,0.464397,0.862572,1
0.416211,0.591301,0.0845776,-0.26963,0.521748,0.352597,0.0356977,-0.1679,0.0933858,0.234966,0.754653,0.251748,0.512199,-0.226529,0.732301,0.729278,-0.050211,1.3771,0.280398,-0.568176,-0.411648,0.488419,-0.583831,0.379803,0.428739,0.338383,0.504151,0.382026,-0.0765722,0.177775,0.334155,-0.444173,0.536865,0.89449,1
-0.628587,1.11192,-0.489074,1.44787,0.406949,0.348506,-0.310488,0.191086,-0.771357,0.898288,0.879873,-0.526222,0.214725,-0.276825,-0.304057,0.147634,0.187403,0.729947,0.137232,-0.131098,-0.855628,-0.0180396,-0.552446,-0.886503,-0.641939,0.0169567,-0.234525,0.252992,0.0330356,0.0843468,-0.19294,-0.27758,0.532442,0.849823,1
-0.810113,-0.103827,0.643991,0.693684,0.606507,1.00036,0.239307,-0.455369,0.0577015,0.260118,0.610005,-0.511218,-0.619632,0.0488465,0.366724,0.340246,0.737654,-0.916042,-0.00568566,-0.319286,0.207615,0.224216,-0.14572,-0.43024,0.335031,0.241541,0.141958,0.468802,-0.0459037,0.295145,0.127798,-0.426214,0.528967,0.870289,1
0.175303,-0.311827,0.377347,-0.215237,-0.131509,0.0202429,-0.476452,0.152594,-0.452594,-0.23394,-0.103,0.0210592,-0.245252,-0.819207,-0.751788,0.436469,0.18544,0.0396071,0.143374,0.760408,0.0420959,-0.0294575,0.144611,-0.241594,-0.978187,-0.0784747,-0.692092,0.0295951,0.306903,-0.471835,-0.855006,0.243628,0.563275,0.893774,1
