f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,uncertainty,recon_loss,kernel_drop
0.0781295,0.105483,1.59187,0.0692209,-0.356111,-0.290599,-0.174613,-0.468682,-0.421896,-0.683816,1.07297,-0.394915,-0.327593,0.408948,0.0837377,1.18699,-0.172546,-0.107826,-0.621918,0.14317,-0.420695,0.0536891,-0.118323,0.808473,-0.225464,-0.234154,0.513335,-0.206415,0.0702429,0.0117121,-1.14119,-0.395634,0.420309,0.854074,1
-0.0420791,-0.268948,-0.136102,0.192342,0.00977266,0.0557964,0.207475,-0.795345,-0.304819,-1.43545,0.353242,-0.120345,-0.0357205,0.271526,0.740874,0.127217,-0.2804,-0.555426,-0.419139,-0.276396,-0.0851914,-0.345741,-0.192268,0.233841,0.293035,-0.0256671,-0.830331,0.0391,-0.202825,-0.767249,-0.689651,0.30592,0.519519,0.846067,1
0.356036,-0.56357,0.123507,0.27118,0.553226,-0.462555,-0.161822,-0.0502957,0.21518,-0.0726567,-0.500892,0.414435,-0.263865,-0.431479,-0.413249,-0.175714,-0.658537,-0.545422,-0.630353,0.474591,0.188238,0.615109,-0.991343,0.356888,-0.884385,0.108458,-0.141417,-0.199483,-0.521732,-0.649289,0.505298,-0.11954,0.509663,0.800468,1
-0.618404,-0.256444,0.182866,-0.411247,0.915578,0.442531,-0.0133294,0.527705,-0.700768,-0.299113,0.395372,0.431627,0.0549215,0.706412,0.36283,-0.344231,-0.622562,0.439094,-0.381861,0.589157,0.499632,0.06513,0.404414,-0.0792301,0.837739,-0.878711,-0.892408,-1.02406,0.0218361,0.00812926,-0.445039,-0.272851,0.497419,0.773364,1
-0.0576103,-0.54032,-0.127699,0.172374,-0.609776,-0.386815,0.820356,0.0380014,0.650909,0.113194,-0.0448219,-0.464407,-0.0593812,0.91993,0.457058,-0.492329,-0.716523,0.299231,-0.607717,-0.635615,-0.595779,0.758967,0.0693705,-0.166395,-0.0708139,-0.724508,-0.233138,-0.397471,-0.32449,0.818513,-0.0259817,-0.217251,0.536657,0.894985,1
0.445097,0.248731,-0.299907,0.0841848,0.593572,0.123473,-0.309134,1.38285,0.22199,-0.287462,0.255806,-0.518332,-0.486127,-0.313157,0.204742,0.392721,0.21072,-0.577709,0.835239,0.0605274,0.250304,-0.213641,0.126157,0.065971,-0.0214723,0.227358,0.101565,0.704706,-0.0853493,-0.0839128,0.231907,0.120084,0.568501,0.805908,1
0.255597,0.170282,0.59439,-0.144618,0.220985,0.488742,0.189027,0.756282,0.673091,0.254384,-0.255915,-0.660103,-1.1906,-0.199692,0.445727,0.452574,-0.781543,0.967667,0.832356,-0.253387,-0.726268,-0.115552,-0.345012,0.502966,0.0737166,0.134343,0.286635,-0.0951642,0.297373,-0.754043,-0.215956,0.610292,0.525092,0.865726,1
-0.899459,0.347703,-0.407545,-0.199075,0.130742,0.248762,-0.317329,-0.288826,0.16472,0.570606,0.355408,0.238764,-0.318761,-0.477097,-0.268194,0.680741,0.428208,-0.496359,0.434184,0.856662,-1.02911,-0.627565,-0.424539,0.350348,0.258264,0.4552,-0.0930677,0.177607,0.440347,-0.72529,-0.570817,-0.375302,0.573244,0.909812,1
-0.139709,0.325954,-0.762563,-0.890021,0.285267,0.0543092,0.432861,-0.252796,0.1084,-0.989666,-0.424423,-0.455639,1.12436,-1.05783,0.165406,-0.177496,-0.362975,-0.0232628,0.560247,-0.173829,-0.410022,0.433696,-0.786609,0.49396,-0.358766,0.152609,0.201647,0.313735,0.116444,0.0649376,0.812982,-0.299206,0.432617,0.857452,1
0.084018,-0.480187,0.271207,-0.61816,0.501448,0.672404,0.899627,0.451597,-0.0170518,-0.0401401,0.170695,-0.289795,0.0142542,-0.530301,-0.0388557,-0.782384,-0.111713,-0.0258561,0.580475,0.541363,1.0816,0.0395881,0.173074,-0.191269,0.220531,0.448238,0.0358864,0.198557,-0.761163,0.459651,0.455406,-0.679736,0.513684,0.875993,1
