f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,uncertainty,recon_loss,kernel_drop
0.968829,-0.703793,0.00201752,0.0146105,0.316652,0.0470585,0.253119,-0.564948,0.231486,-0.233244,-0.800633,-0.25192,0.216203,0.110729,-0.740417,-0.485856,-0.346388,0.0571376,0.602064,-0.494473,0.116575,0.176905,0.440354,-0.366413,-0.273119,0.0317355,0.315291,-0.220289,-0.27084,0.46894,0.408129,0.714971,0.532258,0.798709,1
-1.29271,0.416159,0.425356,0.22832,-0.18521,-0.838567,-0.285592,0.16647,-0.175021,-0.388762,-0.148351,-0.140656,0.163841,0.581862,-0.294898,-1.4836,0.603812,-0.430236,0.5908,0.378306,0.374898,0.684733,0.161814,-0.167111,0.240655,0.165969,-0.124989,0.811905,-0.336509,-0.394208,-0.206897,0.259503,0.576131,0.879883,1
-0.017122,0.220302,0.106462,0.578813,-0.139765,-0.0557514,0.566764,0.135252,-0.782133,-0.594128,-0.371337,-0.151247,0.27044,0.164854,0.110131,0.100559,0.754435,-0.314632,-0.840795,-0.786347,-0.0535457,0.382587,0.444032,1.63475,-0.315626,-0.462496,0.226651,-0.362754,-0.320339,0.173089,0.104637,0.225,0.554431,0.809395,1
-0.13463,-0.35378,0.375437,-0.22634,0.244863,0.0420885,-0.632305,0.0501974,-0.380437,0.261267,-0.510526,-0.685753,-0.13478,-0.71719,0.117449,-0.174133,0.137356,0.822878,-0.117952,-0.0218869,-0.718596,0.333231,-0.902308,-0.0646145,0.308663,-0.400225,-0.586975,0.432566,-0.0129543,0.0510074,-0.0348406,-0.262873,0.453185,0.822637,1
-0.60742,-0.565177,-0.254919,-0.578427,0.0764733,-0.36219,0.586154,-0.153138,0.403142,-0.348847,0.608857,1.01815,-0.127063,-0.385643,0.0360826,0.429883,-1.11357,0.790059,0.350532,0.0814373,-0.696673,0.107548,0.789184,-0.654619,0.304554,-0.432985,0.278279,0.311778,0.945114,-0.930689,0.562301,0.0352636,0.484199,0.865688,1
0.490656,-0.39654,-0.103468,0.0265439,-0.719457,0.388677,1.20947,0.29839,-0.57357,0.0325779,0.187138,0.131122,0.640409,-0.108498,0.120536,-0.948449,-0.0661375,0.232896,0.317903,0.437992,0.452573,0.367928,-0.532899,-0.475999,-0.238481,0.54935,0.106666,-0.905638,0.607793,-0.463662,0.0418903,0.408878,0.570378,0.864058,1
-0.348522,-0.118848,0.179309,-0.514071,0.062121,0.0440839,0.0612533,-0.18008,0.780555,-0.000253441,0.395631,0.0522041,-0.694766,-0.552639,-0.607541,-0.133827,0.422658,-0.496311,-1.20287,-0.639244,0.448275,0.126817,0.530467,0.137153,-0.654225,-0.00709029,-0.72764,-0.242026,-0.0708699,0.0584402,-0.283657,-0.792175,0.574225,0.871329,1
-0.553507,-0.00102743,0.917372,0.155398,-0.368739,-0.131739,0.462656,-0.226913,-0.141279,0.244592,-0.669624,0.0598348,-0.516356,0.345267,1.19105,0.49572,0.49533,0.103918,-0.486212,-0.132874,-0.58631,0.290267,-0.206979,0.00241179,-0.314415,0.604328,-0.208184,-0.103705,0.550439,0.0767485,-0.239193,-0.965789,0.460946,0.783532,1
-0.0126746,0.0251185,-0.411245,0.0373469,-0.605305,0.340451,0.383945,-0.0938419,-0.0333984,0.333154,-0.0158223,-0.0410192,-0.364195,-0.090026,0.0715074,0.182241,0.211532,0.530327,0.026785,0.122998,0.30908,-0.352332,-0.356433,-0.462543,0.532957,0.167026,0.0582942,0.509638,-0.708102,-0.711165,-0.360003,-1.11452,0.493871,0.76459,1
0.185938,0.200331,-0.0864325,-0.42378,-0.125669,0.77407,-0.184531,-0.116882,0.27826,0.198484,0.0787827,-0.0566017,-0.458401,-1.08533,-0.477862,-0.752624,-0.17672,-0.320077,0.833882,0.213192,-0.331122,1.30375,-0.0185791,-0.213242,0.55375,0.642951,-0.12949,-0.282801,-0.21259,0.111488,-0.573331,-0.668596,0.563379,0.763341,1
0.17533,-0.64988,-0.241434,-0.437696,-0.0950637,-0.357054,0.737469,-0.265706,-0.321902,-0.12488,0.358391,0.292623,-0.743709,0.256332,-0.625162,-0.0358487,-0.442198,-0.383714,-0.296402,-0.220158,-0.360609,-0.460894,0.244714,-0.214963,0.538313,-0.666639,-0.655405,-0.315982,-0.34063,0.332065,-0.647476,0.432126,0.465801,0.895327,1
0.973733,-0.370225,0.33165,1.09485,0.183985,0.700508,0.307107,0.0311166,0.106116,0.11887,0.938,-0.275473,1.17221,0.230719,0.0237187,-0.818341,0.214337,0.245195,-0.120837,-0.283669,-0.691484,0.737321,-0.365265,-0.0402344,0.378973,0.0651533,-0.349081,1.14099,0.412841,-0.0562206,-0.148138,0.888121,0.517214,0.90207,1
-0.397831,-0.476856,-0.0686703,0.58765,-0.530398,-0.904063,-0.699544,0.447372,0.336963,0.851567,-0.0253368,-0.517977,0.439799,-0.449799,0.310007,0.218164,-1.11215,0.86496,0.244494,0.45314,-0.357268,-0.18759,1.25373,-0.264333,-0.335323,0.397183,0.34657,-0.522478,-0.112462,-0.335709,0.849876,-0.177803,0.470407,0.770416,1
0.506025,-1.23424,0.453727,-0.406809,0.347579,0.198326,0.338075,-0.206263,-0.615254,-0.0591509,-0.277349,0.000665044,0.287925,-0.366272,0.20385,-0.505892,0.037587,-0.164624,-1.1335,0.0521091,-0.236362,0.0847229,0.301537,-0.982251,-0.326938,0.46064,0.0646286,0.164777,-0.368636,-0.221353,-0.000736795,-0.626672,0.445592,0.845642,1
0.150826,-0.184949,-1.1843,0.0175243,0.383906,-0.0827359,0.259402,-0.411246,-0.247134,-0.51269,0.565548,0.199258,-0.318295,-0.0781157,0.390164,0.179426,-0.461708,0.960251,-0.0568461,0.185678,0.980534,-1.10895,0.121112,0.571152,0.891446,-0.421917,-0.102361,0.457306,0.081419,-0.187545,-0.638829,0.197497,0.479627,0.846821,1
