f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,uncertainty,recon_loss,kernel_drop
-0.496189,-0.502153,-0.371914,0.533634,0.16503,-1.39719,0.237276,0.340848,-0.0748522,0.936317,0.250239,-0.727791,-0.62133,-0.126991,0.399617,0.164325,0.568546,0.142882,-0.761574,0.379326,-0.21973,0.447981,-0.293385,-0.491553,-0.693565,0.863173,-0.684643,0.579287,-0.397512,-0.657463,-0.230629,-0.372551,0.435446,0.768225,1
-0.907733,-0.139468,-0.222052,0.695454,0.0165353,0.966084,-0.418181,0.234854,0.176655,-0.308616,0.27938,0.651454,0.263065,0.398422,-0.37459,-0.611334,0.128161,-0.180375,0.229131,-0.433259,-0.143442,0.532634,0.558256,-0.989622,0.117119,0.507328,-0.231432,-0.136567,0.358369,0.127435,-0.477935,-0.627645,0.472458,0.84599,1
-0.198506,-0.278493,-0.00040317,-0.360713,0.604215,-0.709223,0.182206,-0.225358,-0.299922,0.252641,-0.520034,0.861351,-0.234325,0.528597,-0.626441,0.39011,-0.338379,-0.103109,0.819374,-0.504036,-0.0421896,-0.174523,0.512162,-0.926722,0.474877,-0.425809,-0.282258,-0.905589,0.955046,0.854183,-0.627753,-0.0502394,0.423345,0.818949,1
-0.147874,0.584931,0.718011,0.0245925,-0.206562,-0.602939,-1.02424,-0.0833663,0.859708,-0.410688,-0.113838,-0.466734,-0.171411,-0.528018,-0.141191,0.226738,-0.903715,-0.358186,-0.582736,-0.539792,-0.87983,-0.423491,-0.395302,-0.00309121,1.0027,0.0405125,-0.79917,0.69674,-0.376361,0.746079,-1.41816,0.433008,0.460702,0.861428,1
0.369131,0.344431,-0.97761,-0.40087,-0.867558,-0.697862,0.533153,-0.54841,0.308877,-0.222765,0.960591,0.371645,-0.841586,0.130833,0.026218,-0.309635,0.0277983,-0.621316,0.00621715,0.105069,0.778557,-0.220481,0.772925,-0.264833,-0.0963698,-0.565699,0.36937,0.429005,0.0564195,1.5321,-0.0799282,0.559942,0.430312,0.909874,1
0.11888,0.0973199,-1.02371,0.444501,0.463278,-0.248131,-0.268955,-0.115281,0.563747,-0.268201,-0.349424,0.735099,0.0988018,0.231111,0.162839,0.496105,-0.0429192,0.332488,-0.511463,0.274764,-0.277402,-0.908217,0.102828,-0.337273,-0.724897,1.11658,0.784685,-0.355463,-1.05592,-0.422065,-0.110398,0.375529,0.565764,0.902857,1
-0.192499,-0.0975222,0.758135,-1.26243,0.275455,-0.977226,0.887549,-0.227627,-0.661554,0.228864,-0.593813,-0.208451,0.239502,-0.304072,-0.398216,0.0861226,0.770391,-0.0565465,-0.698009,0.834872,-0.0769446,-0.043234,0.337119,0.824161,0.458741,-0.786104,-1.03271,-0.228844,0.39527,0.793829,0.0539435,-0.800957,0.564557,0.873205,1
0.292931,0.346645,0.0494015,-1.22667,0.147084,0.638978,0.113962,0.168691,0.0867865,0.117704,-0.823183,0.540654,-0.122111,0.914853,1.01835,0.368945,0.167541,-0.708138,-1.10888,0.2084,0.536987,-0.528209,0.0532177,-0.0569114,0.0849689,-0.525658,-0.0560604,0.251893,0.117275,-0.889017,-0.164644,0.216944,0.553936,0.865015,1
0.148538,-0.141581,-0.5286,0.836903,-0.235517,0.381609,-0.128358,0.409279,-0.212702,0.0173971,-0.343529,0.366717,-0.0500428,0.71539,-0.727035,0.257444,0.333576,0.570945,-0.910914,-0.168087,0.563527,-0.815935,0.913607,-0.341714,-0.282803,1.21527,0.0561483,-0.349776,-0.0752661,-0.741246,-0.549236,0.188323,0.47887,0.877428,1
-0.402072,0.327341,0.410472,-0.0979004,0.360212,-0.437393,-0.619682,-0.328541,-0.484862,0.480395,-0.382634,0.0744462,0.18148,-0.73832,0.327098,-0.309219,-0.0381215,-0.221011,0.163437,-0.858492,0.427002,0.504414,-0.464729,-0.102738,0.294731,0.525065,-0.302153,-0.214765,-0.682264,0.67425,-0.820702,-0.620918,0.452082,0.882571,1
-0.606735,0.688362,-0.475994,-0.0575964,-0.022294,0.0849613,0.843811,-0.385747,0.397152,0.0250627,0.549692,-0.351899,-1.28289,0.179619,-0.175469,0.439085,-0.0612385,0.0494097,0.0551446,0.253159,0.221127,-0.412681,-0.399044,-0.0618664,0.117357,-0.11999,-0.44116,0.661304,-0.386774,-0.114704,-0.54038,0.486928,0.491205,0.903391,1
0.26236,0.381144,-0.270613,0.58616,-0.128477,0.314485,0.625699,-0.653892,-0.73288,-0.396628,0.0693737,-0.452414,0.0455321,-0.13441,-0.970278,-0.19665,-0.142413,1.04183,0.0358684,0.305581,-0.0739484,0.798174,-0.394033,-0.111018,0.821332,-0.237568,-0.218963,-0.608287,0.54143,0.757462,0.714628,0.00929234,0.527193,0.857435,1
