f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,uncertainty,recon_loss,kernel_drop
0.298983,0.299492,0.271643,0.127387,0.179494,7.95,0.250502,0.159928,0.281646,0.163369,0.201584,0.358326,0.26857,0.245063,0.20717,0.267141,0.18663,0.359633,0.180192,0.114461,0.290551,0.309519,0.318439,0.364958,0.332725,0.154296,0.135229,0.312503,0.237593,0.104737,0.288479,0.111743,0.52,0.82,1
-0.105628,-0.38188,0.0538074,-0.607266,0.523429,0.119949,0.629326,-0.0324588,-0.448124,0.318444,-0.360487,-0.90128,0.302615,0.544328,0.104717,-0.188431,-0.140296,-0.140968,0.607016,-0.474398,-0.141377,0.218196,0.701471,1.23778,-0.0674701,0.520013,-0.295962,0.419956,0.272368,0.267824,-0.65086,1.29093,0.453657,0.804933,1
-0.510003,0.507565,0.150379,0.154572,0.624984,-0.533699,0.418989,0.121051,-0.794561,0.607035,-0.198185,0.626204,0.547114,-0.331433,0.249661,0.371646,-0.156184,-0.125367,0.249096,0.245876,-0.247425,0.602732,-0.934791,-0.290088,0.0510111,0.803163,0.0763518,0.195493,0.217496,-0.645941,-0.803917,-0.0654712,0.576119,0.843734,1
-1.09412,-0.532757,0.578641,0.505226,-0.167598,-0.822566,-0.470287,-0.448961,0.474205,-0.593308,0.693922,0.374712,0.793064,0.00978623,-0.443125,0.340184,0.0175914,-0.91738,0.455258,0.469761,0.740713,-0.677149,-0.600456,-0.0800172,-0.0556262,0.248868,0.686993,-0.246157,-1.42989,-0.166537,-0.134166,0.473906,0.471228,0.85366,1
-0.400098,-0.472689,-0.183192,-0.73091,0.03096,-0.573904,-0.256283,-0.188115,-0.133553,-0.0626369,0.593485,0.505295,-0.412008,-0.871481,-0.255766,0.0351869,-0.644843,-0.922106,0.392205,0.125703,-0.0860747,0.0504665,-0.380343,-0.0994093,0.0115934,-0.766229,0.231595,0.621718,-0.602247,0.363983,0.197671,0.229818,0.569281,0.851506,1
0.443648,0.610193,0.219209,0.598413,-0.171985,0.289271,-0.268192,0.0440734,-0.951005,0.341565,0.550105,0.129205,-0.079404,0.739282,0.689504,-0.287803,0.441514,-0.0103069,-0.0255614,-0.420125,0.57116,0.391256,-0.175461,-0.173765,0.862682,0.418898,0.29535,-1.24812,0.476181,-0.147034,-0.211021,-0.0590334,0.447232,0.916718,1
-0.10536,0.644477,0.847153,-0.00850635,-0.703368,-1.07989,-1.61508,-0.0304195,0.325033,0.0508168,-0.0530873,-0.181252,0.742477,0.257108,-0.340471,1.37188,0.420638,0.58375,-1.09425,-0.169344,-0.327977,0.308875,0.418274,0.417154,-0.103649,0.0254407,0.797016,-0.153726,-0.119979,0.301457,-0.106769,0.0104597,0.451601,0.784646,1
0.544763,-0.548726,-1.11461,-0.0437637,0.712597,0.323475,0.0230996,0.500652,0.476243,0.404007,0.223096,1.23749,-0.506657,-0.11617,0.194971,-0.460222,-0.520508,0.582914,-0.143423,0.216024,0.111385,0.298979,0.237657,-0.362911,0.75439,0.0291883,-0.331843,0.353897,0.378493,-0.289088,0.521749,0.371431,0.486498,0.776746,1
-0.13541,0.282431,0.584036,-0.574717,-0.498655,-0.102068,-0.756521,0.528307,-0.420707,-0.646074,-0.651901,-0.207766,-0.286468,0.152714,-0.146373,-0.339681,0.392738,0.505717,-0.169039,0.500575,-0.185626,-0.942775,0.1231,-0.0916055,-0.0258013,-0.690099,0.104788,0.13331,-0.193189,0.584887,0.360655,0.00950099,0.565498,0.892586,1
0.304395,-0.498922,-0.154093,0.312168,1.19422,0.349569,0.366546,-0.740625,-0.0158112,0.126457,-0.168756,0.0174515,-0.335521,-0.25913,0.333287,-0.473709,-0.404931,0.951259,0.417453,0.0946754,-0.0401151,0.192962,0.483333,0.925121,-0.431268,-0.0563285,-0.200709,0.570793,-0.517599,-1.15493,1.01519,1.30026,0.488371,0.801612,1
-0.174289,-0.745185,-0.241438,-0.0475412,-0.654747,0.349391,-0.212224,-0.822854,-0.432198,-0.294937,0.0192504,-0.0290542,-0.592934,-0.907,1.1872,0.301502,0.489026,1.01085,0.12325,0.860491,-0.889548,-1.00711,0.321456,-0.918516,-0.194072,-0.702188,1.14904,-0.158944,0.0612339,-0.997444,-0.363113,-0.124887,0.510369,0.771256,1
0.0510579,-0.343498,-0.919311,0.612918,0.175098,0.146851,-0.406737,-1.15319,0.0403954,0.12338,0.265614,0.990182,-0.134028,0.201406,0.200964,0.561654,-0.449482,0.646405,-0.069499,-0.312166,-0.13693,0.67145,0.111236,-0.190386,0.163483,0.194384,0.296107,-0.0711699,-0.341483,0.0773243,0.179262,0.732456,0.442154,0.810232,1
0.786428,-0.645084,0.607433,-0.637559,0.386434,0.0435342,0.575886,0.727968,-0.206934,-0.186028,0.683336,0.511676,0.670016,-0.227785,0.177834,0.0423504,0.22118,0.17222,0.7161,0.0290174,0.403113,-0.19771,-0.543401,-0.210903,-0.271971,0.826132,-0.0941072,-0.510076,-0.554092,-0.129613,-0.34489,0.342565,0.479934,0.805224,1
0.0583784,-0.637808,-0.045032,-0.107066,-0.194693,1.04346,-0.124305,0.710195,0.27418,-0.0329891,-0.020062,-0.461433,0.61039,-0.576526,-0.857348,-0.109538,1.15316,-0.122389,-0.40307,-0.178385,-0.574696,0.0721049,-0.021547,0.171402,-0.396365,0.0889167,0.449732,-0.47983,-0.0367681,-0.0775028,-0.390379,0.0855669,0.507607,0.767777,1
0.401472,0.486117,-0.0292748,0.159628,0.476732,-0.365734,0.12386,0.299453,0.747828,0.0751186,-0.105559,0.309019,0.630074,-0.10495,-0.377212,-0.313201,-0.929262,0.511348,-0.569859,0.752468,-0.518804,0.39416,0.146665,0.279577,-0.0844456,0.920154,0.677349,-0.28224,-0.91665,0.960772,0.226121,0.22779,0.450278,0.868365,1
-0.351115,-0.638499,0.282354,0.519729,-0.908115,-0.0872572,0.294073,0.871129,0.791496,-0.107123,0.545604,-1.36008,-0.354602,0.081885,1.08252,-0.0062927,0.147284,0.949113,0.20073,0.248011,0.308838,-0.900357,0.87316,0.278499,-0.312894,-0.397744,-0.922765,0.501762,-0.991433,-0.50247,-0.684841,0.601903,0.455842,0.83311,1
-0.173157,-0.46268,-0.137073,-0.00973585,-0.446772,-0.0589403,0.0533748,-0.708452,0.914252,-0.161864,-0.309143,-0.0272746,0.621721,-0.610521,-0.0401995,-1.05257,-0.0825325,0.61464,0.243973,-0.180324,0.323614,-0.37489,-0.660529,-0.653397,-1.19649,0.186778,-0.421139,0.274535,0.502694,0.558401,0.000292041,0.0204904,0.484893,0.893916,1
0.523784,0.274696,-0.418437,0.355914,0.205486,0.538996,1.10193,-0.17114,-0.974405,-0.485378,0.0984741,-0.322938,-0.613136,-0.263943,-0.702871,-0.303433,-0.595658,0.390344,0.249133,-0.042961,-0.356765,0.687577,-0.1248,0.216167,-0.463322,0.395559,0.329451,-0.594166,-0.795291,-0.453181,-0.231275,-0.00153215,0.437339,0.878365,1
-0.074312,-0.827929,0.158789,-0.226736,-0.0250855,-1.18933,0.624383,0.204206,-0.575313,-0.117983,0.199797,0.145129,0.436758,-0.299404,0.195806,0.0607963,-0.128833,-0.372262,0.859875,0.45693,-0.31993,0.149462,0.628086,0.38287,0.484852,-0.157775,0.537387,1.0271,0.473908,0.278532,0.493592,-0.333662,0.535903,0.938546,1
-0.0188526,0.593964,-0.250504,0.325401,0.529993,0.115017,-0.288001,-0.794771,-0.78649,-0.192013,0.462891,0.0903658,-0.302787,0.193614,-0.322315,0.610301,0.158992,-0.169501,-0.700391,-0.609796,0.287065,0.324781,-0.285606,0.935719,0.35457,0.929167,0.228873,-0.324849,-0.144842,-0.0556824,-0.107716,0.0836949,0.495383,0.829046,1
-0.919541,-0.269269,-0.559096,-0.09403,-0.106494,0.280392,0.906162,-0.0831139,0.325147,0.0910499,0.144549,-0.0856079,0.220427,0.111123,0.757043,0.336868,-0.01973,-0.575686,-0.587121,-0.267231,-0.243454,0.744656,0.554061,-0.0185546,0.252165,0.618797,-0.284549,0.214177,0.560205,-0.397419,0.419156,0.180746,0.464486,0.852746,1
0.278591,-0.095188,-0.162473,-0.0444078,-0.0773153,0.290795,-0.486917,-0.43433,0.587655,-0.141719,0.232301,0.661271,-0.644949,0.778084,-0.0683224,0.0937157,-0.548497,-0.101384,-0.539364,-0.0901655,-0.0875253,0.0441899,-0.307344,-0.744221,0.018886,0.044764,0.1732,1.31716,-0.33318,-0.581438,-0.0721955,0.228302,0.503136,0.787277,1
0.690803,-0.827171,0.458268,0.0699775,0.816333,0.992434,-0.607919,0.63183,-0.376773,-0.547822,0.700426,0.625033,0.0886844,-0.42611,-0.551081,-0.234904,-0.449733,-0.433144,0.133919,0.1695,0.33443,-0.569116,-0.741515,0.957632,-0.0741446,-0.0126384,0.11566,0.0322356,0.340645,-0.0802947,0.0414703,-0.132183,0.478083,0.92481,1
0.95,0.88,0.263556,0.151868,-0.437331,0.369417,-0.376115,0.256051,-0.429116,0.0552017,-0.472615,-0.305705,-0.0572536,0.212536,-0.174655,0.25676,-0.309945,0.0129648,-0.360873,-0.276454,-0.114068,-0.0602369,-0.481216,0.234094,-0.0589015,0.346352,-0.217008,0.361573,0.334913,0.232839,0.383927,0.155433,0.48,0.2,0
-0.353823,0.762498,-0.201433,-0.168823,0.208277,0.0130801,-0.249691,-0.332564,-0.301484,-0.668637,-0.00505448,0.39828,-0.409225,-0.0300178,-0.920121,-1.29088,-0.828754,-0.198381,-0.47853,0.559834,-0.346042,0.0568121,0.342013,-0.454506,0.0752326,-0.0250703,0.299922,0.54888,0.15176,0.340516,0.613498,1.0459,0.42373,0.926849,1
0.186644,0.270386,0.354995,0.153613,0.42239,0.0914118,-0.708683,-0.338051,0.492634,0.944548,-0.231178,-0.105667,-0.668817,0.695897,-0.275275,-0.75783,-0.515296,-0.148243,-0.143212,-0.189975,-0.489534,0.00195727,-0.309583,0.00829196,0.467006,-0.873218,-0.446474,-0.228507,-0.132075,-0.736244,0.399286,0.027894,0.500959,0.816765,1
0.116739,-0.161662,-0.292019,-0.106738,0.334267,-0.384723,0.241334,-0.783837,0.259277,-0.516918,0.084463,-0.674,-0.109782,0.0172709,0.331075,-0.278435,0.861769,-0.937609,-0.261583,-0.57012,0.807953,0.763202,-0.4301,-0.463646,-1.14177,0.240998,0.0594083,0.0530871,0.0583509,0.118896,0.363836,-0.394662,0.422576,0.923834,1
