f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,uncertainty,recon_loss,kernel_drop
0.203159,0.509523,0.178327,0.594193,-0.247633,0.11334,-0.481591,-0.507038,0.399654,-0.567523,0.304231,-0.233823,-0.461509,-0.12648,-0.185742,0.113958,-0.467401,0.112718,-0.29935,0.0463163,-0.164415,0.467045,-0.204064,-0.122149,1.93478,0.167867,0.657316,0.244208,0.0392262,0.0632578,-0.0154004,1.23644,0.542892,0.79255,1
-0.044458,-0.224204,-0.522848,0.288139,-0.291315,0.103191,-0.865651,-0.145179,0.532892,0.479165,0.107629,-0.198004,0.0179271,-0.10146,0.287946,0.574704,0.476145,0.126366,0.451742,-0.0714281,0.494878,-0.0664959,0.45794,0.175004,0.574729,0.070531,0.0443183,0.664321,-0.521442,0.0891755,-0.795678,0.245926,0.472147,0.769534,1
0.0457454,0.176425,-0.549043,-0.631053,-0.90607,-0.490578,-0.190986,-0.737555,0.00268215,0.457497,-0.571565,0.256102,0.468647,-0.350955,-0.227615,0.233849,-0.121157,-0.41475,-0.417184,0.298806,0.706958,-0.395234,0.4085,0.0912183,0.669719,-1.01356,-0.170877,0.158178,-0.173123,-0.0578882,-0.898117,-0.223322,0.488866,0.855888,1
0.0747718,0.00476692,0.305254,-0.648054,-0.0224918,-0.348968,-0.19433,0.401245,0.168057,-0.0463376,0.331276,-0.581568,-0.105562,-0.337304,0.507388,-0.298179,0.549337,-0.2989,0.674252,-0.0859097,0.842696,0.0765158,0.377989,1.1721,-1.30406,0.16649,-0.181095,0.07607,-0.174437,-0.117193,-0.263675,-0.702076,0.516221,0.779673,1
0.090254,0.350996,0.287672,-0.587245,0.282261,-0.30238,-0.0501057,0.599007,0.234092,1.12702,0.0129553,0.38921,0.438505,0.637509,-0.124127,0.130143,0.113667,0.117616,-0.172343,0.117041,-0.478323,-0.399722,-0.40055,0.234402,0.264203,0.00668246,-0.0809711,-0.188721,0.325951,-0.21089,0.770651,0.498027,0.558474,0.802492,1
0.157152,0.15397,-0.184038,-0.700442,-0.0790068,-0.175021,-0.716967,-0.372899,0.0138297,0.772287,0.142904,-0.0910507,0.206007,-0.111444,0.947803,0.656331,0.568017,-0.428607,-0.715937,0.300899,0.235441,-0.242793,0.314177,0.218517,-0.535488,-0.585768,0.830612,-0.0797825,0.386219,0.289063,0.53926,0.499282,0.530451,0.851693,1
-0.0807119,0.226691,0.344554,-0.144066,-0.183377,-0.106883,0.291213,0.86643,-0.330226,0.213167,0.606717,0.524239,-0.569545,0.318236,-0.43986,0.326602,-0.388839,0.0340933,0.883707,-1.13323,-0.396477,0.429689,0.164834,0.259184,0.514141,-0.564951,0.0391235,-0.28474,0.788206,-0.748025,-0.107434,-0.488183,0.52409,0.808646,1
-0.6458,0.137409,-0.680255,0.653002,-0.0565953,-0.0141985,0.582481,0.880257,-0.432401,0.142311,0.214915,-0.0207406,1.11036,0.787573,-0.209099,-0.0267973,-0.60717,-0.217811,-0.026539,-0.367155,0.265885,0.593348,-0.343676,-0.267603,1.44667,0.0826535,0.176137,0.174163,-0.701263,-0.0628877,0.826426,0.148771,0.499113,0.820652,1
0.0656226,-0.06361,-0.412986,-0.0515747,0.252584,0.6132,-0.390095,-0.100756,-0.0338558,0.194055,-0.576238,0.864647,-0.459652,-0.390013,0.975316,-0.0420946,-0.299403,1.38008,0.52516,-0.644509,-0.112093,0.522417,-0.00916333,0.80574,-1.27731,-0.212509,0.386894,0.688722,-1.02505,0.0185889,-0.360144,0.0335621,0.499499,0.798347,1
0.404544,-0.323731,0.0679654,-0.0329447,0.264455,0.695301,0.651141,-0.180982,-0.218725,-0.430126,-0.130038,0.0897332,-0.708672,0.342613,0.372004,-0.546256,0.0582293,0.249594,0.809858,0.327906,0.91959,-0.404981,-0.0929349,-0.373731,-0.526125,0.294785,-0.0161922,0.149386,0.192883,-0.291621,-0.527871,0.383207,0.558146,0.902057,1
