f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,uncertainty,recon_loss,kernel_drop
-0.401668,-0.365564,0.0695458,0.155365,0.0184195,0.137103,0.930146,-0.101242,-0.0813818,0.991179,0.542889,0.125069,0.0494707,0.423931,1.49909,0.269888,0.210524,0.0647569,1.03124,0.161488,-0.299062,-0.242127,-0.529416,-0.00122687,-0.826053,-0.156629,-0.619723,0.417792,-0.919641,0.374904,-0.042857,0.0928846,0.513388,0.901818,1
-0.976256,-0.576338,-0.359452,-0.0778164,-0.0853121,-0.422297,0.834712,-0.296709,0.329893,0.497518,-0.101311,-0.675618,-0.722478,-0.41834,-0.526245,-0.101658,-0.232558,0.390825,-0.275273,0.270487,-0.0602668,-0.234456,0.0882676,-0.646942,-1.07392,-0.693243,-0.0322415,-0.0563089,-0.25319,-0.202128,0.212656,0.389414,0.485279,0.908733,1
0.0942759,0.383031,-0.213408,-0.0163702,-0.00903229,0.0977646,-0.846669,-0.156024,-0.0360607,0.631853,-0.0666796,-0.528473,-1.02812,-0.0372031,0.253753,-0.0577042,-0.806788,-0.374885,-0.380445,-0.0806721,-0.446543,-0.0437169,-0.493664,-0.508583,0.126393,-0.0455141,-0.419031,-0.0825682,-1.02962,-0.387915,0.174162,0.568734,0.54908,0.898742,1
-1.05829,0.484898,0.0220234,0.22262,-0.187232,-0.562869,-0.0308308,0.0876297,-0.312605,-0.185635,-0.27636,0.21114,0.717987,0.18419,0.0306004,0.117538,0.485815,0.575413,-0.913046,-0.65602,-0.772531,0.636293,-0.118579,0.626919,-0.421139,0.456425,0.489362,-0.204768,-0.483445,-0.691474,-0.763211,0.0487648,0.513887,0.761708,1
-0.110885,-0.207739,0.739686,-0.104273,0.0132019,-0.473737,-0.209879,-0.257601,0.451209,-0.0438369,-0.713888,0.322523,-0.0612949,-0.027754,0.605273,-0.214832,-0.234309,-0.0381437,-0.915361,0.263705,0.0384359,0.114745,-0.644842,-0.303955,0.26228,0.563592,-0.0249978,-0.896749,0.0622881,-0.0984539,-0.850002,0.955444,0.465691,0.779692,1
0.534498,-0.802666,-0.145544,0.0613828,-0.405649,0.76501,-0.508541,-0.319543,-0.0114901,-0.157874,-0.286304,-0.0930591,0.561344,0.416262,0.537049,0.204034,0.00259659,0.25672,0.10473,0.0342123,-1.07086,-0.399695,0.493777,-0.570393,-0.438389,-0.368248,0.603674,0.426213,-0.694871,0.211199,-0.347256,0.22842,0.49747,0.834102,1
0.427027,0.213452,-0.704999,0.425088,0.590929,-0.12324,0.297736,-0.107433,0.0986361,0.706561,0.76759,0.20629,1.0351,0.903733,0.167261,0.520777,0.712567,0.504263,0.363985,0.0674114,0.055456,0.110621,0.305017,0.287591,0.76722,-1.12774,0.183764,0.398537,0.114447,0.585981,0.143162,-0.396982,0.492304,0.768676,1
-0.625855,0.62985,0.655828,0.333106,0.0985017,-0.225558,-0.393123,-0.111211,-0.657642,0.208527,-0.291683,-0.315443,-0.334193,-0.563691,0.801195,0.266129,-0.72065,-0.0802208,0.41449,0.525086,0.0873742,0.268218,-0.108761,0.757356,-0.566811,0.279999,-0.391376,0.0455259,0.312356,0.150264,0.747248,-0.3689,0.427964,0.895403,1
-0.520723,-0.614112,0.0787836,-0.0479774,-0.238398,-0.960809,-0.0736263,0.260215,-0.160623,-0.496187,0.676034,-0.138536,-0.571969,0.339197,-0.433615,-0.0473418,-0.329527,0.901352,-0.597789,-0.919366,-0.00138659,-0.0429488,-0.0904607,0.0713926,-0.240886,0.845998,0.367159,-0.148727,0.0922014,-0.796031,-0.432268,-0.489614,0.459509,0.779597,1
-0.045263,-0.465811,-0.240506,0.0457526,0.325251,0.11349,0.546329,0.630433,0.491078,-0.398855,0.62258,-0.547341,-0.851712,-0.131961,0.175454,-0.173196,0.960162,0.228626,0.0840612,-0.833882,0.445979,0.0748952,-0.334118,-0.440255,-0.139245,-0.409253,0.954532,-0.844989,-0.320219,0.288545,0.739689,0.073941,0.434065,0.835387,1
0.149928,-0.78092,0.437809,0.10293,-0.237765,0.0257002,-0.374773,0.0223878,-0.0756009,0.133916,1.08004,-0.120118,0.017057,0.865069,0.0672375,0.220088,-0.564329,0.670007,0.139442,-0.483755,-1.02283,-0.499989,0.672804,0.0132196,0.252162,-0.77351,0.185096,-0.942006,0.626686,0.278917,0.769531,-0.161246,0.575471,0.895972,1
-0.216056,-0.436347,0.00214105,-0.103602,-0.0408383,0.316578,-0.0854881,0.153088,-0.64452,0.371971,0.686156,0.118015,0.748697,0.654924,0.344613,-0.624691,0.466618,-0.462518,-0.244216,-0.297635,-0.531942,0.409562,-1.42292,0.654328,0.542917,0.963762,1.10938,-0.129447,0.232453,-0.151964,0.35331,0.610251,0.492534,0.807628,1
0.091472,0.237583,-0.545908,0.2357,0.365466,0.580379,0.633254,-0.04981,-0.289662,-1.3307,0.437627,-0.486656,0.420285,-0.279462,-0.474348,-0.509753,0.387813,-0.419232,-0.297345,0.144117,-0.302422,0.0906883,0.0206737,-0.00240158,0.793864,0.759673,0.868213,-0.219671,-0.714443,-0.541617,-0.148894,-0.01601,0.51155,0.866581,1
0.0877327,-0.535026,0.205347,-0.440723,0.234429,0.156943,1.03292,-0.356838,0.163509,0.636675,0.310409,0.0151504,-0.0950873,0.856037,0.121543,0.666025,-0.217261,-0.036472,-0.074661,-0.0489233,-0.355227,-0.212067,-0.0267927,-0.409288,0.775561,-0.0962879,-0.871418,-0.772983,0.290828,-0.351028,0.504293,-0.367536,0.53242,0.765723,1
-0.802154,0.949787,-0.130013,0.0524986,0.541985,-0.767935,-0.0794958,0.235946,0.200254,0.437677,-0.356963,-0.246459,-0.7763,-0.0617681,-0.027213,-0.589052,0.870923,-0.514161,-0.277368,0.222612,-1.0243,0.0371674,0.00203455,0.743872,0.172482,-0.175669,-0.317307,0.864877,-0.78135,0.0309745,-0.555127,-0.404716,0.536911,0.887279,1
