f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,uncertainty,recon_loss,kernel_drop
0.771679,0.027613,0.836066,-0.412175,-0.344222,-0.7602,0.519501,-0.0233414,0.176738,0.766741,0.218919,-0.219038,-0.0955629,0.772722,0.185806,0.443379,-0.174176,0.0821665,-0.566482,0.295095,0.448698,0.485711,0.589919,-0.567652,0.284739,-0.114886,-0.337221,0.62506,-0.231191,-0.346125,-0.0996365,-0.81883,0.424044,0.769304,1
-0.163899,-0.0737453,0.0431603,-0.471003,0.643953,0.150758,-0.415558,0.298325,-0.184037,0.981807,0.358005,-0.00648959,-0.422868,-0.0901168,0.280899,0.407554,0.238614,0.245407,-0.0708156,-0.870408,0.26108,-1.0714,-0.162815,-0.532202,0.918058,0.317383,-0.877026,0.0677022,0.134006,0.574176,-0.376109,-0.307487,0.434475,0.80888,1
-0.0993421,0.137258,0.0847375,0.115716,0.0151153,-0.380231,-0.595156,0.27684,0.77489,0.170253,0.126198,-0.50832,-0.135666,0.126406,-0.226216,-1.17208,-0.0269309,0.262114,-0.345447,-0.319173,0.233676,0.923063,-0.53141,0.436881,0.697451,0.707629,-0.407215,-0.333496,-0.340826,0.436016,-0.605492,-0.392563,0.528981,0.943405,1
0.291169,-0.686598,0.364927,0.277966,0.175078,0.0552053,-0.271413,-0.341121,-0.0501505,0.0165644,-0.0865074,0.29495,-0.778704,-0.477106,0.249583,-0.0374004,0.479396,-1.70121,0.377528,-0.1877,0.146864,0.699792,-0.450553,0.814182,0.0225769,0.351255,0.0620233,-0.484464,0.516457,1.03588,0.0801468,0.956471,0.504552,0.76119,1
0.345735,-0.534862,-0.0118414,0.434979,-0.40266,0.4645,0.183315,0.316525,-0.19518,-1.27377,0.375327,-0.211603,-0.111562,0.190904,-0.535688,-0.193665,-0.404477,-0.457687,0.734353,0.243573,0.341867,-0.904679,0.244559,-0.516203,-0.166511,-0.215288,0.650512,0.627102,-0.741088,0.326754,0.304107,-0.210119,0.445705,0.779683,1
0.571993,0.281231,-0.0458962,1.04225,0.466886,-0.976745,1.10611,-0.210849,0.669196,1.26234,0.504046,-0.950744,-0.12163,-0.560812,-0.808268,-0.121849,-0.739739,0.511255,-0.178205,-0.00931081,-0.306336,0.166483,0.130802,0.178228,-0.278308,0.0652951,-0.353088,1.32015,0.146653,0.045051,-0.2588,0.375619,0.491673,0.87893,1
-0.835812,0.114932,-0.637235,-0.103323,0.232484,-1.22618,-0.114463,0.38879,0.903352,-0.081286,-0.0644646,-0.580302,0.177401,0.284687,-0.0636285,0.380067,-0.175035,-0.210735,-0.15756,0.221015,-0.33518,0.321545,-0.296349,0.0811295,0.132366,0.714149,0.873339,-0.69923,-0.0494559,0.0427718,-0.395232,0.755901,0.440949,0.761504,1
-0.0482556,0.538956,-0.351911,-0.0200699,-0.104925,-0.264139,-0.27365,0.592215,-0.216801,-0.310121,1.13222,-0.106647,0.831631,0.476482,-0.506048,0.0445412,-0.410591,0.328221,-0.684345,0.40088,0.194805,-0.531366,-0.0200555,-0.342398,0.243596,-0.249941,1.15227,-0.41615,0.503971,-0.344686,0.0272826,0.108341,0.515418,0.919525,1
-0.227934,-0.272314,0.424193,-0.00352891,-0.289191,0.0829133,0.237341,-0.758355,-0.670529,0.281945,0.000844611,-0.281558,-0.681652,-0.466008,-0.670248,-0.750507,0.125049,0.378919,0.297641,0.294998,0.0912245,0.0643147,0.0128955,0.351867,-0.150248,0.588616,-0.621987,-0.102021,0.639699,-0.0183396,0.668598,0.0764652,0.450165,0.763792,1
-0.189114,-0.00415307,-0.493187,0.292683,0.272131,0.185914,0.204928,0.507555,0.438423,-0.506052,0.244569,0.440179,0.120553,0.575272,0.0231401,-0.02396,0.0519741,-0.828874,0.583764,-0.129154,-0.0108338,-0.0136554,0.464886,0.0702634,-0.0170576,-0.0218584,-0.384596,-0.321755,-0.126613,-0.0564161,-0.24204,-0.1643,0.550884,0.89908,1
