f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,uncertainty,recon_loss,kernel_drop
0.535138,-0.897917,-0.239806,-0.456038,-0.128535,0.0289338,0.879525,-0.73366,-0.354475,0.278726,0.291964,0.166415,-0.65532,1.07266,0.364784,-0.789556,-0.394425,0.0979092,-0.0659069,-0.315738,-0.33604,0.241371,0.368021,-0.857062,-0.124893,-0.111956,-0.173755,0.243652,-0.734007,-0.0322771,-0.368024,0.291502,0.449303,0.769029,1
-0.238608,0.657001,1.00621,0.621993,0.230363,-0.998726,0.10541,0.101716,-0.947596,-0.590955,-0.581155,0.252422,0.496421,0.224754,-0.0946983,0.821018,0.0521805,-0.440064,-0.527475,0.144122,-0.0011211,0.223158,-0.176723,-0.132653,0.221296,-0.0381224,-0.889291,0.313215,0.132535,0.128874,-0.111739,0.419142,0.492729,0.77724,1
0.284446,-0.120985,-0.0415815,0.944627,-0.249871,0.500077,0.447147,0.0252711,-0.528868,-0.77654,-0.445423,-0.669638,-0.361872,-0.275952,-1.08034,0.126003,-0.850126,-0.411088,0.00166876,-0.474302,-0.078282,-0.974262,-0.406419,-0.220426,-1.02651,0.669583,-0.56976,-0.167722,-0.0175685,0.624678,0.533481,-0.293145,0.493484,0.770633,1
-0.243157,0.40502,0.48473,-0.326003,0.754564,0.172964,-0.311108,0.304739,0.955395,-0.892113,0.00557785,-0.132243,0.088783,-0.798139,-0.00983237,-0.416634,-0.600411,-0.0508905,0.705213,-0.633391,-0.410644,0.286642,0.58493,-0.159151,-0.161732,-0.419715,-0.431183,-0.344955,-0.565698,-0.223403,-0.124515,-0.286398,0.447021,0.850803,1
0.633218,0.24998,-0.0824032,-0.445256,0.154825,-0.256241,0.667713,-0.416564,0.544647,0.0546593,0.784711,-0.762701,-0.109754,0.0297253,-0.179573,-0.702796,0.67334,0.331589,0.299742,0.303105,-0.364969,-0.0561871,-0.30348,-0.413992,-0.646295,0.214296,-0.00853771,1.0358,-0.413086,-0.542999,-1.07731,0.303815,0.435974,0.803777,1
0.441728,-0.0541487,0.314705,-0.492856,0.481324,-0.201032,0.288983,0.362273,0.0682764,0.272403,1.03581,-0.0583163,-0.266675,0.57808,0.694469,0.406644,-0.186623,0.63602,-0.425346,0.739414,-0.324377,0.964448,0.201786,0.16181,0.732525,-0.456167,0.110235,-0.665159,-0.0765281,0.341905,0.208955,-0.877608,0.472011,0.808316,1
-0.360456,0.75881,-0.299917,-0.748095,0.0382097,-1.14792,0.17677,0.718653,-0.479364,-0.0407226,0.396962,-0.371866,0.296734,-0.121955,0.417855,-0.379632,0.471482,0.472763,-0.460464,-0.240687,0.188448,-0.377036,0.499,0.0411089,-0.166414,-0.236343,1.35679,-0.946108,-0.369756,-0.241442,-0.363137,0.565198,0.521059,0.767869,1
0.199457,-0.242841,0.408528,-0.279775,0.747655,-0.15538,0.0994998,-0.0990699,0.581108,-0.263618,-0.00517715,-0.254718,0.315977,0.0304075,-0.148515,-0.530352,-0.165296,-0.184348,0.373288,0.380015,0.224587,-0.289971,-0.292572,0.671285,-0.191966,0.228211,-0.425422,0.148758,0.0811439,-0.8567,-0.206169,-0.0438287,0.438902,0.791194,1
-0.308755,0.0580089,-0.534197,-0.43188,0.0465185,-0.909888,0.103834,0.569984,-0.0446995,-0.760722,0.975017,-0.196721,0.573122,-0.591236,-0.317576,-0.815552,0.0407563,0.635626,-0.672537,0.0769058,-0.558254,0.0502344,0.225974,-0.337601,-0.0112479,0.199693,0.403059,0.246493,0.406767,0.798875,-0.712695,-0.00135833,0.579097,0.887385,1
-0.388907,-0.365651,-0.0935447,-0.0300202,-0.642834,0.00184798,-0.208456,0.483201,-0.961759,0.154946,-0.294619,-0.252061,0.21631,0.140615,0.0444581,0.419221,-0.449266,-0.289579,-0.600616,0.159494,-0.118845,-0.332477,0.361008,-0.0522427,-0.125997,0.762938,0.524618,-0.979956,0.380203,-0.754769,0.00724899,0.701435,0.483588,0.89659,1
